title,content,stars,variant,has_image,url,brand,price,quantity_sold
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"bộ sản phẩm dễ thương, còn chất lượng đợi dùng mới cảm nhận được",5,Thể tích (ml):55,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Hàng được tặng. Tui xài hada cả 3 năm nay vẫn chưa từ bỏ nha. Giá ổn áp dễ mua, chất lượng quá hợp lí với giá tiền. Mấy má đỗ nghèo khỉ muốn skincare giá hợp lí dễ nuốt và có hiệu quả thì nên xài hada nha. Hình ảnh nhận xu",5,Thể tích (ml):55,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Bảo vệ da khỏi tác động oxy hóa, Thúc đẩy da đều màu, Chứa Vitamin C và E,",5,Thể tích (ml):55,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Giao hàng nhanh, shipper thân thiện, đóng gói kĩ, chất lượng tốt",5,Thể tích (ml):55,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),nhỏ nhỏ xinh xinh luôn ý 😘,5,Thể tích (ml):47,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),Hàng đc tặng kèm đơn hàng khi mua 3 tuýp sữa rửa mặt. Lọ nhỏ. Tiện khi đi du lịch 2-3 hôm.,5,Thể tích (ml):47,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Phù hợp với mọi loại da, nhỏ gọn tiện dụng khi đi du lịch",5,Thể tích (ml):47,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Công thức nhẹ nhàng không gây kích ứng, Bảo vệ da khỏi tác động oxy hóa,",5,Thể tích (ml):47,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),Chất lượng:ok giao hàng y hình hàng xài thom không rít da nhon  hiệu  quả để time,5,Thể tích (ml):47,0,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
Bộ travel size dưỡng trắng Hada Labo Perfect White Tranexamic Acid Travel Set (Kem rửa mặt 15g+Dung dịch dưỡng 20ml+Kem dưỡng 12g),"Tăng cường sự rạng rỡ tự nhiên của da, Phù hợp với mọi loại da, Làm da trông tươi trẻ và tràn đầy sức sống,",5,Thể tích (ml):47,1,https://www.lazada.vn/products/bo-travel-size-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-kem-rua-mat-15gdung-dich-duong-20mlkem-duong-12g-i1465537665.html,Hada Labo,86000,1400
